title,brand,product,price,description,bottle_capacity,vg,pg,formulation,made_in,url
BLUE RAZZ STRAW MELON CHEW - HULK TEARS SALTS - 30ML,FIND BRAND,BLUE RAZZ STRAW MELON CHEW - HULK TEARS SALTS - 30ML,$10.99,"Discover Blue Razz Straw Melon Chew Hulk Tears by Mighty Vapors, featuring vibrant blue raspberry, watermelon, and strawberry, tantalizing the taste buds.
BLUE RAZZ STRAW MELON CHEW - HULK TEARS SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/blue-razz-strawmelon-chew-hulk-tears-salts
FROZEN BLUE RAZZ STRAW MELON CHEW - HULK TEARS - 100ML,FIND BRAND,FROZEN BLUE RAZZ STRAW MELON CHEW - HULK TEARS - 100ML,$13.99,"Crack into Frozen Blue Razz Strawmelon Chew Hulk Tears by Mighty Vapors, featuring tangy blue raspberries, strawberries, and watermelon with menthol.
FROZEN BLUE RAZZ STRAWMELON CHEW HULK TEARS - MIGHTY VAPORS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/frozen-blue-razz-strawmelon-hulk-tears
BLUE RAZZ STRAW MELON CHEW - HULK TEARS - 100ML,FIND BRAND,BLUE RAZZ STRAW MELON CHEW - HULK TEARS - 100ML,$13.99,"Dive into Blue Razz Strawmelon Chew Hulk Tears by Mighty Vapors, featuring a trifecta of blue raspberries, strawberry, and watermelon in tasty eJuice form.
BLUE RAZZ STRAWMELON CHEW HULK TEARS - MIGHTY VAPORS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/blue-razz-strawmelon-chew-hulk-tears
FROZEN WHITE GUMMY STRAW MELON CHEW - HULK TEARS SALTS - 30ML,FIND BRAND,FROZEN WHITE GUMMY STRAW MELON CHEW - HULK TEARS SALTS - 30ML,$10.99,"Shop Frozen White Gummy Straw Melon Chew Hulk Tears by Mighty Salts, a nicotine salt blend mixing together notes of white gummy bears, strawberry watermelon, and menthol.
FROZEN WHITE GUMMY STRAW MELON CHEW - HULK TEARS SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/frozen-white-gummy-hulk-tears-mighty-salts
FROZEN WATERMELON STRAW MELON CHEW - HULK TEARS SALTS - 30ML,FIND BRAND,FROZEN WATERMELON STRAW MELON CHEW - HULK TEARS SALTS - 30ML,$10.99,"Freeze the taste buds with Frozen Watermelon Strwa Melon Chew Hulk Tears by Mighty Salts, creating a nicotine salt blend of ripe strawberries and luscious watermelons.
FROZEN WATERMELON STRAW MELON CHEW - HULK TEARS SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/frozen-watermelon-hulk-tears-mighty-salts
FROZEN SOUR BELTS STRAW MELON CHEW - HULK TEARS SALTS - 30ML,FIND BRAND,FROZEN SOUR BELTS STRAW MELON CHEW - HULK TEARS SALTS - 30ML,$10.99,"Shop Frozen Sour Belts Straw Melon Chew Hulk Tears by Mighty Salts, a nicotine salt eJuice flavored with frozen strawberry watermelon combined with sweetly soured belts.
FROZEN SOUR BELTS STRAW MELON CHEW - HULK TEARS SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/frozen-sour-belts-hulk-tears-mighty-salts
FROZEN MANGO STRAW MELON CHEW - HULK TEARS SALTS - 30ML,FIND BRAND,FROZEN MANGO STRAW MELON CHEW - HULK TEARS SALTS - 30ML,$10.99,"Discover Frozen Mango Straw Melon Chew Hulk Tears by Mighty Salts, a nicotine salt mix of juicy tropical mangoes enhanced with strawberry watermelon touched with menthol.
FROZEN MANGO STRAW MELON CHEW - HULK TEARS SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/frozen-mango-hulk-tears-mighty-salts
FROZEN GREEN APPLE STRAW MELON CHEW - HULK TEARS SALTS - 30ML,FIND BRAND,FROZEN GREEN APPLE STRAW MELON CHEW - HULK TEARS SALTS - 30ML,$10.99,"Check out Frozen Green Apple Straw Melon Chew Hulk Tears by Mighty Salts, featuring tangy green apples with strawberry watermelon and menthol in a tasty nicotine salt blend.
FROZEN GREEN APPLE STRAW MELON CHEW - HULK TEARS SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/frozen-green-apple-hulk-tears-mighty-salts
WHITE GUMMY STRAW MELON CHEW - HULK TEARS SALTS - 30ML,FIND BRAND,WHITE GUMMY STRAW MELON CHEW - HULK TEARS SALTS - 30ML,$10.99,"Find bliss in a bottle of White Gummy Straw Melon Chew Hulk Tears by Mighty Salts, mixing white gummy bear flavor combined with strawberry watermelon nicotine salts.
WHITE GUMMY STRAW MELON CHEW - HULK TEARS SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/white-gummy-hulk-tears-mighty-salts
WATERMELON STRAW MELON CHEW - HULK TEARS SALTS - 30ML,FIND BRAND,WATERMELON STRAW MELON CHEW - HULK TEARS SALTS - 30ML,$10.99,"Discover Watermelon Straw Melon Chew Hulk Tears by Mighty Salts, featuring a mix of delicious watermelon and strawberry watermelon hard candy in a nicotine salt concoction.
WATERMELON STRAW MELON CHEW - HULK TEARS SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/watermelon-hulk-tears-mighty-salts
SOUR BELTS STRAW MELON CHEW - HULK TEARS SALTS - 30ML,FIND BRAND,SOUR BELTS STRAW MELON CHEW - HULK TEARS SALTS - 30ML,$10.99,"Check out Sour Belts Straw Melon Chew Hulk Tears by Mighty Salts, combining notes of sour belts combined with strawberry watermelon hard candy in a nicotine salt blend.
SOUR BELTS STRAW MELON CHEW - HULK TEARS SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/sour-belts-hulk-tears-mighty-salts
MANGO STRAW MELON CHEW - HULK TEARS SALTS - 30ML,FIND BRAND,MANGO STRAW MELON CHEW - HULK TEARS SALTS - 30ML,$10.99,"Shop Mango Straw Melon Chew Hulk Tears by Mighty Salts, capturing a nicotine salt infused with delicious strawberry watermelon combined with luscious tropical mangoes.
MANGO STRAW MELON CHEW - HULK TEARS SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/mango-hulk-tears-mighty-salts
GREEN APPLE STRAW MELON CHEW - HULK TEARS SALTS - 30ML,FIND BRAND,GREEN APPLE STRAW MELON CHEW - HULK TEARS SALTS - 30ML,$10.99,"Dive into a bottle of Green Apple Straw Melon Chew Hulk Tears by Mighty Salts, featuring a nicotine salt base of strawberry watermelon enhanced with tart green apples.
GREEN APPLE STRAW MELON CHEW - HULK TEARS SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/green-apple-hulk-tears-mighty-salts
FROZEN WHITE GUMMY STRAW MELON CHEW - HULK TEARS - 100ML,FIND BRAND,FROZEN WHITE GUMMY STRAW MELON CHEW - HULK TEARS - 100ML,$13.99,"Shop Frozen White Gummy Hulk Tears by Mighty Vapors, mixing together notes of white gummy bear with strawberry watermelon hard candy augmented with menthol.
FROZEN WHITE GUMMY HULK TEARS - MIGHTY VAPORS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/frozen-white-gummy-mighty-vapors
FROZEN WATERMELON STRAW MELON CHEW - HULK TEARS - 100ML,FIND BRAND,FROZEN WATERMELON STRAW MELON CHEW - HULK TEARS - 100ML,$13.99,"Crack open a Frozen Watermelon Hulk Tears by Mighty Vapors, blending together elements of watermelon and strawberry treated with refreshing menthol.
FROZEN WATERMELON HULK TEARS - MIGHTY VAPORS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/frozen-watermelon-hulk-tears-mighty-vapors
FROZEN SOUR BELTS STRAW MELON CHEW - HULK TEARS - 100ML,FIND BRAND,FROZEN SOUR BELTS STRAW MELON CHEW - HULK TEARS - 100ML,$13.99,"Discover the Frozen Sour Belts Hulk Tears by Mighty Vapors, featuring a blend of sour belts combined with strawberry watermelon and a splash of menthol.
FROZEN SOUR BELTS HULK TEARS - MIGHTY VAPORS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/frozen-sour-belts-hulk-tears-mighty-vapors
FROZEN MANGO STRAW MELON CHEW - HULK TEARS - 100ML,FIND BRAND,FROZEN MANGO STRAW MELON CHEW - HULK TEARS - 100ML,$13.99,"Discover Frozen Mango Hulk Tears by Mighty Vapors, featuring a blend of delicious mango combined with watermelon sour candy that creates a tantalizing blend.
FROZEN MANGO HULK TEARS - MIGHTY VAPORS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/frozen-mango-hulk-tears-mighty-vapors
FROZEN GREEN APPLE STRAW MELON CHEW - HULK TEARS - 100ML,FIND BRAND,FROZEN GREEN APPLE STRAW MELON CHEW - HULK TEARS - 100ML,$13.99,"Amaze your tongue with Frozen Green Apple Hulk Tears by Mighty Vapors, a chilled blend featuring sour green apple mixed with juicy watermelon.
FROZEN GREEN APPLE HULK TEARS - MIGHTY VAPORS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/frozen-green-apple-hulk-tears-mighty-vapors
WHITE GUMMY STRAW MELON CHEW - HULK TEARS - 100ML,FIND BRAND,WHITE GUMMY STRAW MELON CHEW - HULK TEARS - 100ML,$13.99,"Delight the taste buds with White Gummy Hulk Tears by Mighty Vapors, featuring delectable pineapple that tantalizes the flavor centers of the tongue.
WHITE GUMMY HULK TEARS - MIGHTY VAPORS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/white-gummy-hulk-tears-mighty-vapors
WATERMELON STRAW MELON CHEW - HULK TEARS - 100ML,FIND BRAND,WATERMELON STRAW MELON CHEW - HULK TEARS - 100ML,$13.99,"Check out Watermelon Hulk Tears by Mighty Vapors, mixing together watermelon apple sour candy with more luscious watermelon for pure enjoyment.
WATERMELON HULK TEARS - MIGHTY VAPORS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/watermelon-hulk-tears-mighty-vapors
MANGO STRAW MELON CHEW - HULK TEARS - 100ML,FIND BRAND,MANGO STRAW MELON CHEW - HULK TEARS - 100ML,$13.99,"Discover Mango Hulk Tears by Mighty Vapors, featuring a fruity blend of tropical mango, watermelon, crisp apples, and berries in a tasty vapable blend.
MANGO HULK TEARS - MIGHTY VAPORS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/mango-hulk-tears-mighty-vapors
GREEN APPLE STRAW MELON CHEW - HULK TEARS - 100ML,FIND BRAND,GREEN APPLE STRAW MELON CHEW - HULK TEARS - 100ML,$13.99,"Check out Green Apple Hulk Tears by Mighty Vapors, featuring a blast of luscious watermelons, green apples, and light berry flavor in a delightful eJuice.
GREEN APPLE HULK TEARS - MIGHTY VAPORS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/green-apple-hulk-tears-mighty-vapors
MOONROCKS - WATERMELON FROST - MR FREEZE SALTS - 30ML,FIND BRAND,MOONROCKS - WATERMELON FROST - MR FREEZE SALTS - 30ML,$9.99,"Shop Watermelon Frost Moonrocks by Mr. Freeze Salts, combining notes of juicy watermelon enhanced with green apple hard candy with a slighty sour twist.
MOONROCKS - WATERMELON FROST - MR FREEZE SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/moonrocks-watermelon-frost-mr-freeze-salts
MOONROCKS - STRAWBERRY FROST - MR FREEZE SALTS - 30ML,FIND BRAND,MOONROCKS - STRAWBERRY FROST - MR FREEZE SALTS - 30ML,$9.99,,,,,,,https://www.elementvape.com/moonrocks-strawberry-frost-mr-freeze-salts
MOONROCKS FROST - MR FREEZE SALTS - 30ML,FIND BRAND,MOONROCKS FROST - MR FREEZE SALTS - 30ML,$9.99,"Check out Moonrocks Frost by Mr. Freeze Salts, capturing a blend of tart green apples melted into a hard candy form with a splash of menthol.
MOONROCKS FROST - MR FREEZE SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/moonrocks-frost-mr-freeze-salts
MOONROCKS - MR FREEZE SALTS - 30ML,FIND BRAND,MOONROCKS - MR FREEZE SALTS - 30ML,$9.99,"Shop Moonrocks by Mr. Freeze Salts, capturing a nicotine salt mix of sweet hard candy flavored with a blast of mouth-puckering green apple flavor.
MOONROCKS - MR FREEZE SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/moonrocks-mr-freeze-salts
MOONROCKS - BLUE RAZZ - MR FREEZE SALTS - 30ML,FIND BRAND,MOONROCKS - BLUE RAZZ - MR FREEZE SALTS - 30ML,$9.99,"Dive into a bottle of Blue Razz Moonrocks by Mr Freeze Salts, a nicotine salt blend of blue raspberries with tart flavors of sour green apple hard candy.
MOONROCKS - BLUE RAZZ - MR FREEZE SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/moonrocks-blue-razz-mr-freeze-salts
MOONROCKS - BLUE RAZZ FROST - MR FREEZE SALTS - 30ML,FIND BRAND,MOONROCKS - BLUE RAZZ FROST - MR FREEZE SALTS - 30ML,$9.99,"Captivate your mouth with Blue Razz Frost Moonrocks by Mr. Freeze, a nicotine salt blend of blue raspberries enhanced with tart green apple hard candy.
MOONROCKS - BLUE RAZZ FROST - MR FREEZE SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/moonrocks-blue-razz-frost-mr-freeze-salts
