tag,title,display_type,color_display,touch_screen,curved_screen,battery_indicator,eliquid_indicator,smart_display,digital_display,hd_display,animated,backlit,link
raz-tn9000,RAZ TN9000,False,False,False,False,True,True,False,False,True,True,False,https://perfectvape.com/raz-tn9000/
hero-vision-7000,Hero Vision 7000 Rechargeable Disposable Vape,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/hero-vision-7000/
spaceman-10k-pro,Spaceman 10K Pro,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/spaceman-10k-pro/
hulk-hogans-hulkamania-hollywood-8000,Hulk Hogan's Hulkamania & Hollywood 8000 Disposable Vape,False,False,False,False,True,True,False,True,False,False,False,https://perfectvape.com/hulk-hogans-hulkamania-hollywood-8000/
snoopy-smoke-extra-tank-2-x-18ml-15000,Snoopy Smoke Extra Tank 2 x 18ml 15000,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/snoopy-smoke-extra-tank-2-x-18ml-15000/
north-5000,North 5000,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/north-5000/
swft-icon-7500,SWFT iCON 7500,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/swft-icon-7500/
lost-vape-ob5500,Lost Vape OB5500 Rechargeable Disposable Vape,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/lost-vape-ob5500/
flerbar-8000,FLERBAR 8000 Puffs Rechargeable Disposable Vape,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/flerbar-8000/
sigelei-smart-ac10000,Sigelei Smart AC10000,False,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/sigelei-smart-ac10000/
snowwolf-easy-smart-ea9000,Snowwolf Easy Smart EA9000,False,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/snowwolf-easy-smart-ea9000/
luffbar-tt9000,LUFFBAR TT9000,False,False,False,False,True,True,False,True,False,False,False,https://perfectvape.com/luffbar-tt9000/
pillow-talk-8500,Pillow Talk 8500,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/pillow-talk-8500/
lost-mary-bm5000,Lost Mary BM5000 Rechargeable Disposable Vape,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/lost-mary-bm5000/
viho-turbo-10k,VIHO Turbo 10K,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/viho-turbo-10k/
ijoy-bar-sd10000,iJoy Bar SD10000 Disposable Vape,False,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/ijoy-bar-sd10000/
elf-vpr-ultra-7000,ELF VPR Ultra Disposable Vape 7000 Puffs,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/elf-vpr-ultra-7000/
airis-neo-p8000,Airis Neo P8000 Rechargeable Disposable Vapes,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/airis-neo-p8000/
uwell-gabriel-bf8000,UWELL Gabriel BF8000,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/uwell-gabriel-bf8000/
tyson-2-0-heavyweight-7000,Tyson 2.0 Heavyweight 7000,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/tyson-2-0-heavyweight-7000/
horizon-binaries-th6000,Horizon Binaries TH6000 Disposable Vape - 650mAh,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/horizon-binaries-th6000/
